state,district,year,population_000,income_mean,income_median,expenditure_mean,gini,poverty,lf,lf_employed,lf_unemployed,lf_outside,p_rate,u_rate,ep_ratio,gdp_real_p0,google_trend_annual_avg,google_trend_yoy_change,hies_year,latest_income_mean,latest_income_median,latest_expenditure_mean,latest_gini,latest_poverty,digital_interest_trend,tourism_growth_pct,tourism_value_growth_pct,tourism_intensity,opportunity_pattern,pressure_pattern,map_join_note
Kedah,Kuala Muda,2025,574.7,,,,,,,,,,,,,,0.0,0.0,2024.0,5729.0,4953.0,3869.0,0.333,11.8,stable,6.52763766144799,11.2695600402782,7.008164878092587,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Kedah,Kubang Pasu,2025,254.2,,,,,,,,,,,,,,0.0,0.0,2024.0,6313.0,5312.0,4478.0,0.317,4.0,stable,6.52763766144799,11.2695600402782,7.008164878092587,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Kedah,Kulim,2025,354.0,,,,,,,,,,,,,,0.6666666666666666,0.0,2024.0,6395.0,5236.0,4054.0,0.349,8.5,stable,6.52763766144799,11.2695600402782,7.008164878092587,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Kedah,Langkawi,2025,100.5,,,,,,,,,,,,,,43.66666666666666,2.1666666666666643,2024.0,6278.0,5083.0,4356.0,0.335,6.0,stable,6.52763766144799,11.2695600402782,7.008164878092587,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Kedah,Padang Terap,2025,67.9,,,,,,,,,,,,,,0.0,0.0,2024.0,5062.0,3954.0,3872.0,0.292,8.0,stable,6.52763766144799,11.2695600402782,7.008164878092587,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Kedah,Pendang,2025,102.0,,,,,,,,,,,,,,2.833333333333333,-0.4166666666666665,2024.0,5464.0,4592.0,3914.0,0.347,7.3,stable,6.52763766144799,11.2695600402782,7.008164878092587,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Kedah,Pokok Sena,2025,51.2,,,,,,,,,,,,,,0.0,0.0,2024.0,5736.0,5163.0,4257.0,0.27,7.2,stable,6.52763766144799,11.2695600402782,7.008164878092587,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Kedah,Sik,2025,70.5,,,,,,,,,,,,,,2.75,0.5833333333333335,2024.0,5107.0,4438.0,3675.0,0.325,8.7,stable,6.52763766144799,11.2695600402782,7.008164878092587,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Kedah,Yan,2025,75.1,,,,,,,,,,,,,,7.916666666666667,0.666666666666667,2024.0,5272.0,4695.0,3859.0,0.293,7.4,stable,6.52763766144799,11.2695600402782,7.008164878092587,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Kelantan,Bachok,2025,167.6,,,,,,,,,,,,,,1.75,-1.4166666666666663,2024.0,5149.0,4187.0,3579.0,0.349,11.3,stable,14.7188939066582,15.3811213587749,6.325458073312706,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Kelantan,Gua Musang,2025,111.3,,,,,,,,,,,,,,2.083333333333333,-0.083333333333333,2024.0,4684.0,3871.0,3726.0,0.302,16.3,stable,14.7188939066582,15.3811213587749,6.325458073312706,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Kelantan,Jeli,2025,58.2,,,,,,,,,,,,,,3.1666666666666665,0.083333333333333,2024.0,3829.0,3008.0,3062.0,0.315,10.1,stable,14.7188939066582,15.3811213587749,6.325458073312706,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Kelantan,Kecil Lojing,2025,11.7,,,,,,,,,,,,,,0.0,0.0,2024.0,3511.0,3385.0,2953.0,0.218,20.0,stable,14.7188939066582,15.3811213587749,6.325458073312706,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Kelantan,Kota Bharu,2025,590.1,,,,,,,,,,,,,,30.416666666666668,-0.8333333333333321,2024.0,6180.0,4729.0,4329.0,0.361,9.9,stable,14.7188939066582,15.3811213587749,6.325458073312706,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Kelantan,Kuala Krai,2025,112.4,,,,,,,,,,,,,,0.3333333333333333,-3.083333333333333,2024.0,3872.0,2994.0,2863.0,0.342,20.2,stable,14.7188939066582,15.3811213587749,6.325458073312706,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Kelantan,Machang,2025,117.7,,,,,,,,,,,,,,2.083333333333333,0.3333333333333335,2024.0,5237.0,4156.0,3411.0,0.331,7.3,stable,14.7188939066582,15.3811213587749,6.325458073312706,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Kelantan,Pasir Mas,2025,242.7,,,,,,,,,,,,,,0.5,-0.5,2024.0,4975.0,3591.0,3581.0,0.365,8.6,stable,14.7188939066582,15.3811213587749,6.325458073312706,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Kelantan,Pasir Puteh,2025,144.7,,,,,,,,,,,,,,2.833333333333333,0.0,2024.0,5070.0,4853.0,3749.0,0.302,11.1,stable,14.7188939066582,15.3811213587749,6.325458073312706,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Kelantan,Tanah Merah,2025,159.9,,,,,,,,,,,,,,6.416666666666667,0.5833333333333339,2024.0,4922.0,3638.0,3632.0,0.363,14.9,stable,14.7188939066582,15.3811213587749,6.325458073312706,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Kelantan,Tumpat,2025,191.2,,,,,,,,,,,,,,0.3333333333333333,0.0,2024.0,4991.0,3904.0,4181.0,0.334,12.7,stable,14.7188939066582,15.3811213587749,6.325458073312706,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Melaka,Alor Gajah,2025,261.8,,,,,,,,,,,,,,1.0,0.0833333333333333,2024.0,7855.0,6308.0,5745.0,0.327,4.5,stable,8.90715420486967,10.0739848549421,19.802472937530418,monitor,high_intensity_monitor,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Melaka,Jasin,2025,157.3,,,,,,,,,,,,,,1.1666666666666667,-0.5833333333333333,2024.0,7755.0,6401.0,5654.0,0.298,1.1,stable,8.90715420486967,10.0739848549421,19.802472937530418,monitor,high_intensity_monitor,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Melaka,Melaka Tengah,2025,633.3,,,,,,,,,,,,,,0.0,0.0,2024.0,9232.0,7415.0,6527.0,0.373,2.8,stable,8.90715420486967,10.0739848549421,19.802472937530418,monitor,high_intensity_monitor,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Negeri Sembilan,Jelebu,2025,48.6,,,,,,,,,,,,,,0.0,0.0,2024.0,4664.0,3713.0,3811.0,0.313,6.4,stable,8.83921488628432,11.2412312305569,15.561174531714766,positive_momentum,possible_pressure,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Negeri Sembilan,Jempol,2025,130.9,,,,,,,,,,,,,,,,2024.0,5777.0,4291.0,4113.0,0.364,7.1,not_available,8.83921488628432,11.2412312305569,15.561174531714766,positive_momentum,possible_pressure,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Negeri Sembilan,Kuala Pilah,2025,72.5,,,,,,,,,,,,,,0.0833333333333333,0.0833333333333333,2024.0,4888.0,3996.0,3809.0,0.324,6.2,stable,8.83921488628432,11.2412312305569,15.561174531714766,positive_momentum,possible_pressure,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Negeri Sembilan,Port Dickson,2025,135.6,,,,,,,,,,,,,,36.75,-3.583333333333336,2024.0,6280.0,5342.0,4709.0,0.324,4.4,stable,8.83921488628432,11.2412312305569,15.561174531714766,positive_momentum,possible_pressure,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Negeri Sembilan,Rembau,2025,49.5,,,,,,,,,,,,,,1.1666666666666667,-0.1666666666666665,2024.0,5723.0,4894.0,4226.0,0.339,2.6,stable,8.83921488628432,11.2412312305569,15.561174531714766,positive_momentum,possible_pressure,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Negeri Sembilan,Seremban,2025,716.8,,,,,,,,,,,,,,9.25,-0.75,2024.0,8395.0,6472.0,5686.0,0.368,2.8,stable,8.83921488628432,11.2412312305569,15.561174531714766,positive_momentum,possible_pressure,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Negeri Sembilan,Tampin,2025,90.7,,,,,,,,,,,,,,1.1666666666666667,-0.25,2024.0,5715.0,4367.0,4238.0,0.349,7.0,stable,8.83921488628432,11.2412312305569,15.561174531714766,positive_momentum,possible_pressure,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Pahang,Bentong,2025,120.0,,,,,,,,,,,,,,5.666666666666667,0.0833333333333339,2024.0,6278.0,5015.0,4631.0,0.286,2.0,stable,14.8077146900278,13.054434353511,13.812718272900764,positive_momentum,possible_pressure,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Pahang,Bera,2025,101.3,,,,,,,,,,,,,,1.5,-0.1666666666666667,2024.0,4997.0,4269.0,3548.0,0.361,9.0,stable,14.8077146900278,13.054434353511,13.812718272900764,positive_momentum,possible_pressure,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Pahang,Cameron Highlands,2025,44.8,,,,,,,,,,,,,,35.0,0.75,2024.0,6895.0,5655.0,4672.0,0.294,5.0,stable,14.8077146900278,13.054434353511,13.812718272900764,positive_momentum,possible_pressure,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Pahang,Jerantut,2025,100.3,,,,,,,,,,,,,,1.25,0.0,2024.0,5220.0,4231.0,3732.0,0.319,8.8,stable,14.8077146900278,13.054434353511,13.812718272900764,positive_momentum,possible_pressure,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Pahang,Kuantan,2025,576.7,,,,,,,,,,,,,,43.333333333333336,-5.5,2024.0,7008.0,5520.0,4969.0,0.332,3.7,decreasing,14.8077146900278,13.054434353511,13.812718272900764,positive_momentum,possible_pressure,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Pahang,Lipis,2025,103.3,,,,,,,,,,,,,,0.9166666666666666,0.1666666666666666,2024.0,5276.0,4611.0,4278.0,0.237,9.2,stable,14.8077146900278,13.054434353511,13.812718272900764,positive_momentum,possible_pressure,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Pahang,Maran,2025,119.9,,,,,,,,,,,,,,0.4166666666666667,-0.1666666666666666,2024.0,5088.0,4470.0,3764.0,0.257,7.9,stable,14.8077146900278,13.054434353511,13.812718272900764,positive_momentum,possible_pressure,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Pahang,Pekan,2025,129.3,,,,,,,,,,,,,,9.833333333333334,0.5,2024.0,5098.0,4344.0,3799.0,0.277,10.9,stable,14.8077146900278,13.054434353511,13.812718272900764,positive_momentum,possible_pressure,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Pahang,Raub,2025,99.9,,,,,,,,,,,,,,3.333333333333333,0.0833333333333334,2024.0,5940.0,4427.0,4675.0,0.335,3.4,stable,14.8077146900278,13.054434353511,13.812718272900764,positive_momentum,possible_pressure,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Pahang,Rompin,2025,104.0,,,,,,,,,,,,,,7.0,0.25,2024.0,5429.0,4760.0,3966.0,0.279,8.2,stable,14.8077146900278,13.054434353511,13.812718272900764,positive_momentum,possible_pressure,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Pahang,Temerloh,2025,178.7,,,,,,,,,,,,,,2.25,0.0833333333333334,2024.0,5521.0,4595.0,3684.0,0.319,6.2,stable,14.8077146900278,13.054434353511,13.812718272900764,positive_momentum,possible_pressure,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Perak,Bagan Datuk,2025,83.5,,,,,,,,,,,,,,0.0,-0.8333333333333334,2024.0,5326.0,4134.0,3543.0,0.361,11.5,stable,8.56823754098335,11.0016910852091,9.18566127904266,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Perak,Batang Padang,2025,127.0,,,,,,,,,,,,,,0.0,0.0,2024.0,5433.0,4339.0,3722.0,0.354,11.5,stable,8.56823754098335,11.0016910852091,9.18566127904266,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Perak,Hilir Perak,2025,141.8,,,,,,,,,,,,,,0.0,0.0,2024.0,5599.0,4347.0,3711.0,0.36,12.3,stable,8.56823754098335,11.0016910852091,9.18566127904266,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Perak,Hulu Perak,2025,98.5,,,,,,,,,,,,,,0.0,0.0,2024.0,4980.0,3701.0,3270.0,0.331,13.3,stable,8.56823754098335,11.0016910852091,9.18566127904266,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Perak,Kampar,2025,98.8,,,,,,,,,,,,,,7.083333333333333,-1.416666666666667,2024.0,5608.0,4538.0,3753.0,0.37,4.5,stable,8.56823754098335,11.0016910852091,9.18566127904266,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Perak,Kerian,2025,169.8,,,,,,,,,,,,,,0.5,-0.0833333333333333,2024.0,5590.0,4554.0,3807.0,0.305,7.3,stable,8.56823754098335,11.0016910852091,9.18566127904266,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Perak,Kinta,2025,927.4,,,,,,,,,,,,,,0.75,-0.3333333333333332,2024.0,6758.0,5136.0,4648.0,0.391,3.8,stable,8.56823754098335,11.0016910852091,9.18566127904266,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Perak,Kuala Kangsar,2025,179.6,,,,,,,,,,,,,,6.916666666666667,-0.5,2024.0,5489.0,3977.0,4005.0,0.357,11.3,stable,8.56823754098335,11.0016910852091,9.18566127904266,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Perak,Larut Dan Matang,2025,278.3,,,,,,,,,,,,,,0.0,0.0,2022.0,5400.0,4029.0,3798.0,0.365,9.2,stable,8.56823754098335,11.0016910852091,9.18566127904266,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Perak,Manjung,2025,256.4,,,,,,,,,,,,,,4.666666666666667,-0.166666666666666,2024.0,6612.0,5380.0,4387.0,0.346,3.9,stable,8.56823754098335,11.0016910852091,9.18566127904266,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Perak,Muallim,2025,79.6,,,,,,,,,,,,,,0.0,0.0,2024.0,6229.0,4856.0,4517.0,0.35,7.7,stable,8.56823754098335,11.0016910852091,9.18566127904266,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Perak,Perak Tengah,2025,99.2,,,,,,,,,,,,,,0.0,0.0,2024.0,6027.0,4685.0,3956.0,0.354,10.2,stable,8.56823754098335,11.0016910852091,9.18566127904266,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Perak,Selama,2025,35.0,,,,,,,,,,,,,,0.1666666666666666,0.1666666666666666,2024.0,5019.0,3827.0,3779.0,0.337,10.4,stable,8.56823754098335,11.0016910852091,9.18566127904266,monitor,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Perlis,Perlis,2025,297.8,,,,,,,,,,,,,,,,2022.0,5664.0,4713.0,3834.0,0.336,4.0,not_available,16.4398027176548,20.7805388474205,12.64539393939394,monitor,high_intensity_monitor,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Pulau Pinang,Barat Daya,2025,249.7,,,,,,,,,,,,,,0.0,0.0,2024.0,10231.0,8919.0,6222.0,0.368,0.4,stable,6.70393981789486,14.3591711608263,9.819863104805188,monitor,high_intensity_monitor,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Pulau Pinang,Seberang Perai Selatan,2023,186.8,,,,,,109.0,105.5,3.5,28.6,79.2,3.3,76.7,,0.0,0.0,,,,,,,stable,6.70393981789486,14.3591711608263,9.819863104805188,monitor,high_intensity_monitor,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Pulau Pinang,Seberang Perai Tengah,2023,433.5,,,,,,232.6,227.8,4.8,87.5,72.7,2.1,71.2,,0.0,0.0,,,,,,,stable,6.70393981789486,14.3591711608263,9.819863104805188,monitor,high_intensity_monitor,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Pulau Pinang,Seberang Perai Utara,2023,346.6,,,,,,164.9,159.8,5.0,83.7,66.3,3.0,64.3,,0.0,0.0,,,,,,,stable,6.70393981789486,14.3591711608263,9.819863104805188,monitor,high_intensity_monitor,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Pulau Pinang,Sp Selatan,2025,189.5,,,,,,,,,,,,,,,,,,,,,,not_available,6.70393981789486,14.3591711608263,9.819863104805188,monitor,high_intensity_monitor,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Pulau Pinang,Sp Tengah,2025,445.2,,,,,,,,,,,,,,,,,,,,,,not_available,6.70393981789486,14.3591711608263,9.819863104805188,monitor,high_intensity_monitor,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Pulau Pinang,Sp Utara,2025,353.1,,,,,,,,,,,,,,,,,,,,,,not_available,6.70393981789486,14.3591711608263,9.819863104805188,monitor,high_intensity_monitor,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Pulau Pinang,Timur Laut,2025,565.9,,,,,,,,,,,,,,0.0,0.0,2024.0,9993.0,7745.0,6416.0,0.398,0.4,stable,6.70393981789486,14.3591711608263,9.819863104805188,monitor,high_intensity_monitor,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sabah,Beaufort,2025,77.4,,,,,,,,,,,,,,1.0,0.0833333333333333,2024.0,5048.0,4070.0,3545.0,0.373,20.4,stable,8.5925168415234,12.9609528837934,5.955831135970169,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sabah,Beluran,2025,90.6,,,,,,,,,,,,,,0.0,0.0,2024.0,4993.0,4436.0,2750.0,0.314,33.0,stable,8.5925168415234,12.9609528837934,5.955831135970169,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sabah,Kalabakan,2025,59.1,,,,,,,,,,,,,,0.0,0.0,2024.0,5174.0,3304.0,2257.0,0.447,26.8,stable,8.5925168415234,12.9609528837934,5.955831135970169,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sabah,Keningau,2025,157.8,,,,,,,,,,,,,,0.9166666666666666,-0.0833333333333333,2024.0,6033.0,4801.0,3542.0,0.322,12.8,stable,8.5925168415234,12.9609528837934,5.955831135970169,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sabah,Kinabatangan,2025,164.8,,,,,,,,,,,,,,5.083333333333333,0.25,2024.0,5632.0,4897.0,2482.0,0.308,26.7,stable,8.5925168415234,12.9609528837934,5.955831135970169,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sabah,Kota Belud,2025,111.5,,,,,,,,,,,,,,0.3333333333333333,-0.0833333333333333,2024.0,5007.0,3512.0,2920.0,0.361,26.1,stable,8.5925168415234,12.9609528837934,5.955831135970169,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sabah,Kota Kinabalu,2025,552.4,,,,,,,,,,,,,,82.58333333333333,0.0833333333333286,2024.0,8715.0,5896.0,4726.0,0.426,12.0,stable,8.5925168415234,12.9609528837934,5.955831135970169,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sabah,Kota Marudu,2025,74.8,,,,,,,,,,,,,,0.1666666666666666,0.0833333333333333,2024.0,4685.0,2877.0,3466.0,0.421,40.0,stable,8.5925168415234,12.9609528837934,5.955831135970169,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sabah,Kuala Penyu,2025,24.9,,,,,,,,,,,,,,0.0833333333333333,-0.0833333333333333,2024.0,4750.0,3733.0,2826.0,0.375,14.3,stable,8.5925168415234,12.9609528837934,5.955831135970169,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sabah,Kudat,2025,93.7,,,,,,,,,,,,,,1.0,-0.1666666666666667,2024.0,4571.0,3249.0,3206.0,0.385,35.3,stable,8.5925168415234,12.9609528837934,5.955831135970169,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sabah,Kunak,2025,78.3,,,,,,,,,,,,,,0.0833333333333333,0.0833333333333333,2024.0,6608.0,4539.0,2797.0,0.484,29.2,stable,8.5925168415234,12.9609528837934,5.955831135970169,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sabah,Lahad Datu,2025,252.9,,,,,,,,,,,,,,4.333333333333333,-1.333333333333334,2024.0,6557.0,5526.0,3571.0,0.286,13.6,stable,8.5925168415234,12.9609528837934,5.955831135970169,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sabah,Nabawan,2025,31.1,,,,,,,,,,,,,,0.0,0.0,2024.0,5146.0,4361.0,3553.0,0.314,25.4,stable,8.5925168415234,12.9609528837934,5.955831135970169,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
Sabah,Papar,2025,156.3,,,,,,,,,,,,,,,,2024.0,6038.0,5177.0,3613.0,0.313,12.0,not_available,8.5925168415234,12.9609528837934,5.955831135970169,positive_momentum,no_pressure_signal,No latitude/longitude or boundary geometry in source files; join to Malaysia district shapefile by state + district.
